n,n-th gram point
417,703.2548104338348
418,704.5863356366754
419,705.9173278436065
420,707.247788824141
421,708.5777200683951
422,709.9071233458817
423,711.2360001467168
424,712.5643521472812
425,713.8921810239553
426,715.2194881737232
427,716.5462752729654
428,717.8725439980626
429,719.1982957459986
430,720.5235321000218
431,721.8482547365129
432,723.1724650524557
433,724.4961646310985
434,725.8193550556898
435,727.1420377232134
436,728.4642142169178
437,729.7858859337866
438,731.1070545502007
439,732.4277213700116
440,733.7478879764676
441,735.0675557665527
442,736.3867262303829
443,737.7054008580744
444,739.0235810466111
445,740.3412681929767
446,741.6584638804197
447,742.9751693196595
448,744.291386000812
449,745.6071154139936
450,746.922358956188
451,748.2371178381145
452,749.5513936430216
453,750.8651876747608
454,752.1785013303161
455,753.4913359135389
456,754.8036929145455
457,756.115573450923
458,757.4269791059196
459,758.7379109971225
460,760.0483707077801
461,761.3583593554795
462,762.6678783372045
463,763.9769288636744
464,765.2855124250054
465,766.5936302319169
466,767.9012834951282
467,769.208473611623
468,770.5152017921209
469,771.8214693404734
470,773.1272774673998
471,774.4326275698841
472,775.7375206723809
473,777.0419582650065
474,778.345941465348
475,779.6494714841247
476,780.9525495320559
477,782.2551770061255
478,783.5573549307883
479,784.859084609896
480,786.1603672541678
481,787.4612039811909
482,788.7615960016847
483,790.0615446195006
484,791.3610509522259
485,792.6601161174476
486,793.9587413258851
487,795.2569277882576
488,796.5546766221523
489,797.8519889451563
490,799.148865967989
491,800.4453088082373
492,801.7413185834885
493,803.0368964113295
494,804.3320435024798
495,805.6267609745264
496,806.9210498519242
497,808.2149113453925
498,809.5083464793861
499,810.8013563714921
500,812.0939421392977
501,813.3861049003899
502,814.6778456792235
503,815.9691655933857
504,817.2600656673312
505,818.5505471117795
506,819.840610858053
507,821.1302579306066
508,822.4194895401597
509,823.7083067111671
510,824.9967103749514
511,826.2847016490996
512,827.5722815580666
513,828.8594512194395
514,830.1462114714086
515,831.4325635246933
516,832.718508310616
517,834.0040468536317
518,835.289180085063
519,836.5739092156291
520,837.8582350835204
521,839.1421587131917
522,840.4256810359657
523,841.7088031694293
524,842.9915260449052
525,844.2738506868482
526,845.5557779334486
527,846.8373089022934
528,848.1184444315732
529,849.3991856388748
530,850.6795333623886
531,851.9594885334373
532,853.2390521764755
533,854.5182253159583
534,855.7970086969435
535,857.0754033438861
536,858.3534101881087
537,859.631030254066
538,860.9082642868161
539,862.1851134039462
540,863.4615783505142
541,864.737660150975
542,866.0133596435189
543,867.2886777594686
544,868.5636154301465
545,869.8381734937429
546,871.1123529747128
547,872.3861546181142
548,873.6595793552697
549,874.9326280243695
550,876.2053016498685
551,877.4776009768248
552,878.7495268434286
553,880.0210802741349
554,881.2922620140016
555,882.5630729943514
556,883.8335140533745
557,885.1035860292614
558,886.3732896670699
559,887.642625991255
560,888.9115958400071
561,890.1801998652518
562,891.448439091444
563,892.7163142636418
564,893.9838263131678
565,895.2509758919477
566,896.5177639313042
567,897.7841912694275
568,899.0502586513758
569,900.3159669153392
570,901.5813168995082
571,902.8463094420731
572,904.1109452880919
573,905.3752251826227
574,906.639150056988
575,907.9027205631137
576,909.1659376323223
577,910.4288019165397
578,911.6913143470883
579,912.9534755758941
580,914.2152864411473
581,915.476747687906
582,916.7378600612283
583,917.9986243993044
584,919.2590414471924
585,920.5191120430827
586,921.7788367457688
587,923.0382164865732
588,924.2972520105541
589,925.5559438765049
590,926.8142931088805
591,928.0723002664745
592,929.3299661874771
593,930.5872915238142
594,931.8442770205438
595,933.1009235158563
596,934.3572316616774
597,935.6132021099329
598,936.8688357919455
599,938.1241331733763
600,939.3790951855481
601,940.6337224803865
602,941.8880157098174
603,943.1419757120311
604,944.3956030458212
605,945.6488984562457
606,946.9018627814949
607,948.1544964872301
608,949.4068005047739
609,950.6587753929198
610,951.9104218967259
611,953.1617405749857
612,954.4127323590219
613,955.6633977144957
614,956.9137374795973
615,958.1637522131205
616,959.4134425669909
617,960.6628093793988
618,961.9118532091379
619,963.1605748012662
620,964.4089747145772
621,965.6570536009967
622,966.9048122987151
623,968.1522512733936
624,969.3993712700903
625,970.6461730338633
626,971.8926570303738
627,973.1388240046799
628,974.3846746087074
629,975.6302094943821
630,976.8754293136299
631,978.1203346252441
632,979.364926174283
633,980.6092045195401
634,981.8531703129411
635,983.0968242064118
636,984.3401667587459
637,985.5831987150013
638,986.8259206339717
639,988.0683330744505
640,989.3104367814958
641,990.5522323139012
642,991.7937203235924
643,993.0349012762308
644,994.2757759168744
645,995.516344897449
646,996.7566086836159
647,997.9965680204332
648,999.2362233735621
649,1000.4755754880607
650,1001.7146248295903
651,1002.9533720500767
652,1004.1918177083135
653,1005.4299624562263
654,1006.6678069457412
655,1007.905351549387
656,1009.1425970122218
657,1010.3795438930392
658,1011.6161927506328
659,1012.8525442369282
660,1014.0885988175869
661,1015.3243571445346
662,1016.5598196834326
663,1017.7949871793389
664,1019.0298600979149
665,1020.2644389979541
666,1021.4987244382501
667,1022.7327170707285
668,1023.9664173610508
669,1025.1998258680105
670,1026.4329432435334
671,1027.6657699532807
672,1028.898306556046
673,1030.1305537037551
674,1031.3625118620694
675,1032.59418149665
676,1033.825563352555
677,1035.0566578023136
678,1036.2874654047191
679,1037.5179868116975
680,1038.74822248891
681,1039.97817299515
682,1041.2078388892114
683,1042.4372206367552
684,1043.6663187034428
685,1044.8951338343322
686,1046.1236664019525
687,1047.3519169650972
688,1048.5798860825598
689,1049.8075742200017
690,1051.0349819362164
691,1052.2621097899973
692,1053.4889581538737
693,1054.7155276797712
694,1055.9418188333511
695,1057.167832173407
696,1058.3935681656003
697,1059.619027275592
698,1060.8442101553082
699,1062.0691170841455
700,1063.293748807162
701,1064.5181056968868
702,1065.742188218981
703,1066.9659969322383
704,1068.1895323954523
705,1069.4127949811518
706,1070.6357853412628
707,1071.858503755182
708,1073.0809508748353
709,1074.3031270727515
710,1075.5250330008566
711,1076.7466690316796
712,1077.9680356308818
713,1079.1891333572567
714,1080.4099625833333
715,1081.6305239610374
716,1082.8508177697659
717,1084.0708446614444
718,1085.2906050086021
719,1086.5100992769003
720,1087.7293280251324
721,1088.9482916258276
722,1090.166990544647
723,1091.3854254335165
724,1092.6035964787006
725,1093.8215044252574
726,1095.0391495525837
727,1096.2565323263407
728,1097.473653305322
729,1098.6905128620565
730,1099.9071114622056
731,1101.123449664563
732,1102.3395278416574
733,1103.555346366018
734,1104.7709058895707
735,1105.9862066917121
736,1107.2012492381036
737,1108.4160339944065
738,1109.6305615194142
739,1110.8448320925236
740,1112.0588462725282
741,1113.2726045250893
742,1114.4861071296036
743,1115.6993546448648
744,1116.912347536534
745,1118.1250860840082
746,1119.337570939213
747,1120.5498023815453
748,1121.7617808766663
749,1122.9735068902373
750,1124.1849807947874
751,1125.3962030559778
752,1126.6071741394699
753,1127.8178944177926
754,1129.028364263475
755,1130.2385842353106
756,1131.4485547058284
757,1132.6582760475576
758,1133.867748633027
759,1135.0769730210304
760,1136.2859495840967
761,1137.4946786947548
762,1138.7031608186662
763,1139.9113963283598
764,1141.1193855963647
765,1142.3271291814744
766,1143.5346272699535
767,1144.7418805137277
768,1145.9488890990615
769,1147.1556535847485
770,1148.3621743433177
771,1149.5684517472982
772,1150.7744862623513
773,1151.9802781678736
774,1153.1858279295266
775,1154.3911360129714
776,1155.596202697605
777,1156.8010285422206
778,1158.005613733083
779,1159.2099588289857
780,1160.4140641093254
781,1161.6179300397635
782,1162.8215569928288
783,1164.0249453410506
784,1165.2280954569578
785,1166.4310078062117
786,1167.6336827613413
787,1168.8361206017435
788,1170.0383217930794
789,1171.240286707878
790,1172.442015811801
791,1173.6435092911124
792,1174.844767704606
793,1176.0457913316786
794,1177.2465805448592
795,1178.447135809809
796,1179.6474574059248
797,1180.8475457057357
798,1182.047401174903
799,1183.2470240928233
800,1184.446414925158
801,1185.645573951304
802,1186.8445016369224
803,1188.0431981682777
804,1189.2416641041636
805,1190.4398997239769
806,1191.6379054002464
807,1192.8356815055013
808,1194.0332284122705
809,1195.2305464930832
810,1196.4276360273361
811,1197.6244973875582
812,1198.8211310394108
813,1200.0175372622907
814,1201.213716428727
815,1202.4096689112484
816,1203.605394989252
817,1204.8008950352669
818,1205.996169514954
819,1207.1912187077105
820,1208.386042892933
821,1209.5806424431503
822,1210.775017824024
823,1211.9691693149507
824,1213.1630971953273
825,1214.356801930815
826,1215.5502837076783
827,1216.7435429915786
828,1217.9365801550448
829,1219.1293953843415
830,1220.3219892382622
831,1221.5143618099391
832,1222.706513658166
833,1223.898444969207
834,1225.0901562087238
835,1226.2816475629807
836,1227.4729194045067
837,1228.6639721989632
838,1229.8548061326146
839,1231.0454216711223
840,1232.2358190007508
841,1233.425998494029
842,1234.6159605234861
843,1235.805705461651
844,1236.9952334947884
845,1238.1845450885594
846,1239.3736404292285
847,1240.5625199824572
848,1241.751184027642
849,1242.9396328441799
850,1244.1278667114675
851,1245.3158860951662
852,1246.5036912746727
853,1247.691282529384
854,1248.8786601386964
855,1250.0658244751394
856,1251.2527758181095
857,1252.4395145401359
858,1253.6260410137475
859,1254.8123554252088
860,1255.9984580539167
861,1257.1843493655324
862,1258.3700296394527
863,1259.555499061942
864,1260.740758098662
865,1261.9258069358766
866,1263.1106459461153
867,1264.2952754087746
868,1265.4796956963837
869,1266.6639070883393
870,1267.8479098640382
871,1269.0317043028772
872,1270.215290684253
873,1271.3986694738269
874,1272.5818408578634
875,1273.7648051157594
876,1274.9475626200438
877,1276.130113556981
878,1277.3124583922327
879,1278.4945972189307
880,1279.6765305958688
881,1280.858258523047
882,1282.0397815592587
883,1283.2210998907685
884,1284.4022137969732
885,1285.5831235572696
886,1286.7638294510543
887,1287.9443318508565
888,1289.124631036073
889,1290.3047272861004
890,1291.4846207872033
891,1292.664312005043
892,1293.843801125884
893,1295.0230884291232
894,1296.2021741941571
895,1297.381058793515
896,1298.5597424134612
897,1299.7382254265249
898,1300.9165081121027
899,1302.0945906564593
900,1303.2724733389914
901,1304.4501566253603
902,1305.6276406086981
903,1306.804925661534
904,1307.9820119701326
905,1309.158900000155
906,1310.3355898447335
907,1311.5120818763971
908,1312.6883762814105
909,1313.8644734323025
910,1315.04037360847
911,1316.2160769961774
912,1317.391583967954
913,1318.566894710064
914,1319.7420095950365
915,1320.9169288091362
916,1322.0916526317596
917,1323.2661813423038
918,1324.4405153132975
919,1325.6146546378732
920,1326.7885996885598
921,1327.962350744754
922,1329.1359079927206
923,1330.3092718049884
924,1331.482442367822
925,1332.655419960618
926,1333.8282048627734
927,1335.000797353685
928,1336.173197619617
929,1337.3454060330987
930,1338.5174228735268
931,1339.6892482340336
932,1340.8608825802803
933,1342.0323260053992
934,1343.2035787887871
935,1344.374641302973
936,1345.5455137342215
937,1346.716196268797
938,1347.8866893723607
939,1349.0569930449128
940,1350.2271077521145
941,1351.3970335870981
942,1352.5667709223926
943,1353.7363199442625
944,1354.9056810252368
945,1356.0748542584479
946,1357.2438399232924
947,1358.4126383922994
948,1359.5812497586012
949,1360.7496743947268
950,1361.9179124869406
951,1363.0859643146396
952,1364.253830064088
953,1365.4215101078153
954,1366.5890045389533
955,1367.7563137300313
956,1368.9234378673136
957,1370.0903772301972
958,1371.2571320980787
959,1372.4237025640905
960,1373.5900890007615
961,1374.7562915943563
962,1375.9223106242716
963,1377.0881463699043
964,1378.2537990175188
965,1379.4192687533796
966,1380.5845559500158
967,1381.7496607005596
968,1382.91458337754
969,1384.0793241672218
970,1385.2438832558692
971,1386.408260922879
972,1387.572457447648
973,1388.7364730164409
974,1389.9003079086542
975,1391.0639623105526
976,1392.2274365015328
977,1393.390730574727
978,1394.5538449957967
979,1395.716779857874
980,1396.8795353472233
981,1398.0421118363738
982,1399.20450951159
983,1400.3667285591364
984,1401.5287691652775
985,1402.6906317025423
986,1403.8523162640631
987,1405.0138231292367
988,1406.1751525774598
989,1407.336304794997
990,1408.4972799681127
991,1409.6580783762038
992,1410.8187002055347
993,1411.9791457355022
994,1413.139415152371
995,1414.2995086424053
996,1415.4594265781343
997,1416.6191690526903
998,1417.7787362523377
999,1418.9381285496056
1000,1420.0973460376263
1001,1421.2563889957964
1002,1422.4152576103806
1003,1423.5739521607757
1004,1424.732472833246
1005,1425.8908198140562
1006,1427.048993382603
1007,1428.2069937251508
1008,1429.3648210279644
1009,1430.5224755704403
1010,1431.6799575388432
1011,1432.8372671194375
1012,1433.9944046847522
1013,1435.1513702347875
1014,1436.30816404894
1015,1437.4647864066064
1016,1438.6212374940515
1017,1439.7775174975395
1018,1440.9336266964674
1019,1442.0895651839674
1020,1443.2453333325684
1021,1444.4009312354028
1022,1445.556359078735
1023,1446.711617141962
1024,1447.8667057044804
1025,1449.0216248594224
1026,1450.1763747930527
1027,1451.3309558779001
1028,1452.4853681139648
1029,1453.6396118737757
1030,1454.7936872504652
1031,1455.9475945234299
1032,1457.1013338789344
1033,1458.2549055963755
1034,1459.4083097688854
1035,1460.5615465827286
1036,1461.714616317302
1037,1462.8675192520022
1038,1464.0202553868294
1039,1465.1728250943124
1040,1466.325228560716
1041,1467.477465879172
1042,1468.6295373290777
1043,1469.7814431898296
1044,1470.9331834614277
1045,1472.084758516401
1046,1473.2361685410142
1047,1474.3874136283994
1048,1475.5384940579534
1049,1476.689410109073
1050,1477.840161781758
1051,1478.9907493554056
1052,1480.1411731094122
1053,1481.2914332300425
1054,1482.4415297172964
1055,1483.5914630368352
1056,1484.7412332817912
1057,1485.8908405452967
1058,1487.0402851998806
1059,1488.189567245543
1060,1489.338687054813
1061,1490.4876447208226
1062,1491.6364404298365
1063,1492.7850744612515
1064,1493.9335469081998
1065,1495.0818580500782
1066,1496.2300079800189
1067,1497.377997070551
1068,1498.525825228542
1069,1499.6734929196537
1070,1500.8210001438856
1071,1501.968347273767
1072,1503.1155343092978
1073,1504.2625615298748
1074,1505.4094291217625
1075,1506.5561372712255
1076,1507.7026861645281
1077,1508.849075987935
1078,1509.9953069277108
1079,1511.1413790769875
1080,1512.2872928082943
1081,1513.4330482147634
1082,1514.5786454826593
1083,1515.7240847982466
1084,1516.8693663477898
1085,1518.014490224421
1086,1519.1594568006694
1087,1520.304266076535
1088,1521.4489184245467
1089,1522.5934138447046
1090,1523.7377526164055
1091,1524.8819348327816
1092,1526.0259608663619
1093,1527.1698306240141
1094,1528.3135445713997
1095,1529.4571027085185
1096,1530.600505221635
1097,1531.7437523901463
1098,1532.886844214052
1099,1534.0297811590135
1100,1535.1725631318986
1101,1536.3151904121041
1102,1537.4576631858945
1103,1538.5999816395342
1104,1539.7421459592879
1105,1540.8841562382877
1106,1542.0260127559304
1107,1543.1677156053483
1108,1544.3092650659382
1109,1545.4506611377
1110,1546.591904193163
1111,1547.732994325459
1112,1548.8739316277206
1113,1550.0147164724767
1114,1551.1553487665951
1115,1552.2958288826048
1116,1553.4361570067704
1117,1554.5763331390917
1118,1555.716357652098
1119,1556.856230545789
1120,1557.9959520995617
1121,1559.1355224065483
1122,1560.2749416530132
1123,1561.4142101183534
1124,1562.553327895701
1125,1563.6922950781882
1126,1564.831111945212
1127,1565.9697785899043
1128,1567.1082952916622
1129,1568.2466620504856
1130,1569.3848792389035
1131,1570.522946856916
1132,1571.6608650907874
1133,1572.7986342199147
1134,1573.9362542442977
1135,1575.0737254433334
1136,1576.2110480032861
1137,1577.3482221104205
1138,1578.4852477647364
1139,1579.6221252456307
1140,1580.758854739368
1141,1581.8954363390803
1142,1583.0318702310324
1143,1584.1681566946208
1144,1585.3042957298458
1145,1586.4402875229716
1146,1587.5761323533952
1147,1588.7118302211165
1148,1589.8473814055324
1149,1590.9827860929072
1150,1592.118044283241
1151,1593.2531562559307
1152,1594.3881221972406
1153,1595.5229422934353
1154,1596.657616544515
1155,1597.792145229876
1156,1598.926528442651
1157,1600.0607664622366
1158,1601.1948592886329
1159,1602.3288072012365
1160,1603.4626102931798
1161,1604.5962687507272
1162,1605.7297827601433
1163,1606.8631524145603
1164,1607.9963779002428
1165,1609.129459310323
1166,1610.2623969241977
1167,1611.3951909281313
1168,1612.5278412289917
1169,1613.660348199308
1170,1614.7927119322121
1171,1615.9249326139688
1172,1617.0570103377104
1173,1618.1889453828335
1174,1619.320737656206
1175,1620.452387623489
1176,1621.5838951915503
1177,1622.7152605466545
1178,1623.8464839681983
1179,1624.977565549314
1180,1626.108505383134
1181,1627.2393036559224
1182,1628.3699606470764
1183,1629.5004762634635
1184,1630.6308508776128
1185,1631.7610844895244
1186,1632.8911772854626
1187,1634.021129451692
1188,1635.1509411744773
1189,1636.2806124538183
1190,1637.410143662244
1191,1638.5395347066224
1192,1639.6687859594822
1193,1640.7978974208236
1194,1641.9268691837788
1195,1643.0557016208768
1196,1644.1843947321177
1197,1645.3129486106336
1198,1646.4413635358214
1199,1647.5696395076811
1200,1648.6977768987417
1201,1649.825775615871
1202,1650.9536359384656
1203,1652.081357959658
1204,1653.2089418657124
1205,1654.3363877497613
1206,1655.4636957980692
1207,1656.5908661037683
1208,1657.7178988531232
1209,1658.8447942323983
1210,1659.9715523347259
1211,1661.0981733463705
1212,1662.224657267332
1213,1663.3510043770075
1214,1664.4772148616612
1215,1665.6032887212932
1216,1666.729226142168
1217,1667.8550273105502
1218,1668.9806924127042
1219,1670.10622144863
1220,1671.2316146045923
1221,1672.3568720668554
1222,1673.481994021684
1223,1674.6069804690778
1224,1675.7318316884339
1225,1676.8565477728844
1226,1677.9811287224293
1227,1679.1055749095976
1228,1680.2298863343894
1229,1681.354063089937
1230,1682.478105455637
1231,1683.6020135246217
1232,1684.7257873900235
1233,1685.8494272381067
1234,1686.9729331620038
1235,1688.0963052548468
1236,1689.2195437960327
1237,1690.3426487855613
1238,1691.4656204096973
1239,1692.588458854705
1240,1693.7111641205847
1241,1694.833736486733
1242,1695.956176046282
1243,1697.0784829854965
1244,1698.2006573043764
1245,1699.322699189186
1246,1700.4446088261902
1247,1701.566386308521
1248,1702.6880317293108
1249,1703.8095453679562
1250,1704.9309272244573
1251,1706.0521773919463
1252,1707.17329614982
1253,1708.2942835912108
1254,1709.4151398092508
1255,1710.5358648970723
1256,1711.6564590409398
1257,1712.7769224271178
1258,1713.8972550556064
1259,1715.01745711267
1260,1716.137528784573
1261,1717.257470164448
1262,1718.377281345427
1263,1719.4969625137746
1264,1720.616513762623
1265,1721.7359352782369
1266,1722.8552271537483
1267,1723.9743894822896
1268,1725.0934224501252
1269,1726.2123260572553
1270,1727.3311006762087
1271,1728.4497462138534
1272,1729.5682628564537
1273,1730.6866507902741
1274,1731.804910108447
1275,1732.9230409041047
1276,1734.0410433635116
1277,1735.1589175798
1278,1736.276663646102
1279,1737.3942818418145
1280,1738.5117720738053
1281,1739.6291346214712
1282,1740.746369484812
1283,1741.8634769432247
1284,1742.9804570898414
1285,1744.097309924662
1286,1745.2140356339514
1287,1746.3306344039738
1288,1747.4471063278615
1289,1748.5634514987469
1290,1749.6796701028943
1291,1750.795762233436
1292,1751.9117279835045
1293,1753.0275674462318
1294,1754.1432808078825
1295,1755.2588682547212
1296,1756.3743296936154
1297,1757.4896654970944
1298,1758.604875665158
1299,1759.7199602909386
1300,1760.8349195607007
1301,1761.9497535675764
1302,1763.0644624978304
1303,1764.1790463514626
1304,1765.2935053147376
1305,1766.4078394807875
1306,1767.522049035877
1307,1768.6361340731382
1308,1769.7500946857035
1309,1770.863930966705
1310,1771.9776431024075
1311,1773.091231185943
1312,1774.2046953104436
1313,1775.3180356621742
1314,1776.4312522411346
