n,n-th gram point
4552,5029.777390409261
4553,5030.7172346785665
4554,5031.657052591443
4555,5032.596844334155
4556,5033.536609813571
4557,5034.476349122822
4558,5035.416062075645
4559,5036.355748858303
4560,5037.295409470797
4561,5038.235043819994
4562,5039.1746519990265
4563,5040.114233914763
4564,5041.053789660335
4565,5041.993319235742
4566,5042.932822640985
4567,5043.872299876064
4568,5044.8117509409785
4569,5045.751175835729
4570,5046.690574560314
4571,5047.629947207868
4572,5048.569293685257
4573,5049.508613992482
4574,5050.447908222675
4575,5051.387176282704
4576,5052.326418358833
4577,5053.265634264797
4578,5054.204824000597
4579,5055.143987752497
4580,5056.083125427365
4581,5057.022237025201
4582,5057.961322452873
4583,5058.900381896645
4584,5059.839415356517
4585,5060.778422739357
4586,5061.717404045165
4587,5062.65635927394
4588,5063.5952886119485
4589,5064.534191779792
4590,5065.473069056869
4591,5066.411920256913
4592,5067.350745566189
4593,5068.289544798434
4594,5069.228318046778
4595,5070.1670654043555
4596,5071.1057866849005
4597,5072.044482074678
4598,5072.9831514805555
4599,5073.921794995666
4600,5074.860412526876
4601,5075.799004074186
4602,5076.737569730729
4603,5077.676109496504
4604,5078.614623371512
4605,5079.5531112626195
4606,5080.491573356092
4607,5081.430009465665
4608,5082.368419777602
4609,5083.3068041056395
4610,5084.245162636042
4611,5085.1834953688085
4612,5086.1218021176755
4613,5087.060083068907
4614,5087.998338222504
4615,5088.9365674853325
4616,5089.874770857394
4617,5090.812948524952
4618,5091.751100301743
4619,5092.68922637403
4620,5093.62732655555
4621,5094.565400939435
4622,5095.503449525684
4623,5096.44147240743
4624,5097.379469491541
4625,5098.317440778017
4626,5099.255386266857
4627,5100.193306051195
4628,5101.131200131029
4629,5102.069068413228
4630,5103.006910990924
4631,5103.944727770984
4632,5104.882518939674
4633,5105.820284310728
4634,5106.758024070412
4635,5107.69573803246
4636,5108.633426383138
4637,5109.571089029312
4638,5110.5087259709835
4639,5111.446337208152
4640,5112.383922833949
4641,5113.321482755244
4642,5114.259017065167
4643,5115.19652576372
4644,5116.13400875777
4645,5117.071466233581
4646,5118.0088980048895
4647,5118.946304164827
4648,5119.883684713393
4649,5120.821039650589
4650,5121.758368976414
4651,5122.695672690868
4652,5123.632950887084
4653,5124.570203471929
4654,5125.507430538535
4655,5126.444631993771
4656,5127.3818079307675
4657,5128.318958256394
4658,5129.256083063781
4659,5130.19318235293
4660,5131.130256123841
4661,5132.067304376513
4662,5133.004327110946
4663,5133.941324327141
4664,5134.878296025097
4665,5135.815242297947
4666,5136.752162959427
4667,5137.6890581958
4668,5138.625928007066
4669,5139.562772300094
4670,5140.499591168016
4671,5141.4363845176995
4672,5142.373152535409
4673,5143.309895034879
4674,5144.246612109244
4675,5145.18330366537
4676,5146.119969889522
4677,5147.056610688567
4678,5147.993226155639
4679,5148.929816104472
4680,5149.866380721331
4681,5150.802919913083
4682,5151.739433772862
4683,5152.675922207534
4684,5153.612385310233
4685,5154.548823080957
4686,5155.485235426575
4687,5156.421622440219
4688,5157.357984121889
4689,5158.294320471585
4690,5159.230631489307
4691,5160.166917268187
4692,5161.103177621961
4693,5162.039412736893
4694,5162.975622519851
4695,5163.911806970835
4696,5164.847966182977
4697,5165.784100156277
4698,5166.720208797604
4699,5167.656292106956
4700,5168.592350270599
4701,5169.528383102268
4702,5170.464390695095
4703,5171.400373142213
4704,5172.336330257356
4705,5173.272262133658
4706,5174.20816886425
4707,5175.144050356001
4708,5176.079906608909
4709,5177.015737622976
4710,5177.951543491334
4711,5178.887324213982
4712,5179.823079697788
4713,5180.758810035884
4714,5181.6945152282715
4715,5182.630195181817
4716,5183.565849989653
4717,5184.501479744911
4718,5185.437084261328
4719,5186.372663632035
4720,5187.308217950165
4721,5188.243747122586
4722,5189.179251149297
4723,5190.1147301234305
4724,5191.050183951855
4725,5191.985612634569
4726,5192.921016264707
4727,5193.856394842267
4728,5194.79174836725
4729,5195.727076746523
4730,5196.6623800732195
4731,5197.597658347338
4732,5198.532911662012
4733,5199.468139830977
4734,5200.403342947364
4735,5201.338521104306
4736,5202.273674208671
4737,5203.2088022604585
4738,5204.143905352801
4739,5205.078983392566
4740,5206.014036472887
4741,5206.949064593762
4742,5207.88406766206
4743,5208.819045770913
4744,5209.7539989203215
4745,5210.688927110285
4746,5211.62383024767
4747,5212.5587085187435
4748,5213.493561830372
4749,5214.428390182555
4750,5215.363193668425
4751,5216.29797219485
4752,5217.232725761831
4753,5218.167454462498
4754,5219.102158203721
4755,5220.036837078631
4756,5220.971490994096
4757,5221.90612013638
4758,5222.84072431922
4759,5223.775303635746
4760,5224.70985808596
4761,5225.644387669861
4762,5226.57889238745
4763,5227.513372238725
4764,5228.447827316821
4765,5229.382257528603
4766,5230.316662874073
4767,5231.251043446362
4768,5232.1853991523385
4769,5233.1197300851345
4770,5234.054036151618
4771,5234.988317538053
4772,5235.922573965043
4773,5236.856805711985
4774,5237.791012685746
4775,5238.725194886327
4776,5239.659352313727
4777,5240.593484967947
4778,5241.527592848986
4779,5242.461675956845
4780,5243.395734384656
4781,5244.329768039286
4782,5245.263777013868
4783,5246.19776121527
4784,5247.131720736623
4785,5248.065655577928
4786,5248.999565646052
4787,5249.933451034129
4788,5250.867311742157
4789,5251.801147770137
4790,5252.734959118068
4791,5253.668745785952
4792,5254.602507773787
4793,5255.536245174706
4794,5256.469957802445
4795,5257.403645843267
4796,5258.337309297174
4797,5259.270948071033
4798,5260.204562257975
4799,5261.13815176487
4800,5262.071716684848
4801,5263.0052570179105
4802,5263.938772670925
4803,5264.872263830155
4804,5265.805730309337
4805,5266.739172201604
4806,5267.672589600086
4807,5268.605982411653
4808,5269.539350636303
4809,5270.472694274038
4810,5271.406013417989
4811,5272.339307975024
4812,5273.272578038275
4813,5274.2058235146105
4814,5275.139044497162
4815,5276.072240892798
4816,5277.005412887782
4817,5277.93856029585
4818,5278.8716832101345
4819,5279.804781630635
4820,5280.737855650485
4821,5281.670905083418
4822,5282.6039301157
4823,5283.536930561066
4824,5284.46990660578
4825,5285.402858249843
4826,5286.335785400122
4827,5287.268688056618
4828,5288.201566312462
4829,5289.134420167655
4830,5290.067249622196
4831,5291.000054582953
4832,5291.9328351430595
4833,5292.865591302514
4834,5293.798323061317
4835,5294.731030419469
4836,5295.663713376969
4837,5296.596371933818
4838,5297.529006183147
4839,5298.4616160318255
4840,5299.394201479852
4841,5300.32676262036
4842,5301.259299453348
4843,5302.1918117925525
4844,5303.12429991737
4845,5304.056763641536
4846,5304.989203058183
4847,5305.921618167311
4848,5306.8540089689195
4849,5307.786375463009
4850,5308.718717649579
4851,5309.65103552863
4852,5310.583329100162
4853,5311.515598457307
4854,5312.4478434138
4855,5313.380064249039
4856,5314.312260683626
4857,5315.244432903826
4858,5316.17658090964
4859,5317.108704701066
4860,5318.040804184973
4861,5318.972879361361
4862,5319.904930416495
4863,5320.836957257241
4864,5321.768959790468
4865,5322.700938202441
4866,5323.632892400026
4867,5324.564822383225
4868,5325.496728152037
4869,5326.428609706461
4870,5327.3604671396315
4871,5328.292300451547
4872,5329.224109455943
4873,5330.155894432217
4874,5331.087655194104
4875,5332.019391834736
4876,5332.951104260981
4877,5333.882792565972
4878,5334.81445684284
4879,5335.746096905321
4880,5336.677712846547
4881,5337.609304666519
4882,5338.5408724583685
4883,5339.472416035831
4884,5340.403935585171
4885,5341.335431106389
4886,5342.266902413219
4887,5343.19834978506
4888,5344.129772942513
4889,5345.061172164977
4890,5345.992547266185
4891,5346.923898339272
4892,5347.855225291103
4893,5348.7865283079445
4894,5349.717807203531
4895,5350.649062164128
4896,5351.58029300347
4897,5352.511499907821
4898,5353.442682784051
4899,5354.373841632158
4900,5355.304976452142
4901,5356.236087337136
4902,5357.167174194008
4903,5358.09823711589
4904,5359.029276102781
4905,5359.96029106155
4906,5360.891282085329
4907,5361.822249080986
4908,5362.753192234784
4909,5363.6841113604605
4910,5364.6150065511465
4911,5365.545877806842
4912,5366.47672522068
4913,5367.407548606396
4914,5368.338348150253
4915,5369.269123759121
4916,5370.19987552613
4917,5371.1306033581495
4918,5372.061307255179
4919,5372.99198731035
4920,5373.922643523663
4921,5374.8532758019865
4922,5375.783884238452
4923,5376.714468833059
4924,5377.6450295858085
4925,5378.575566403568
4926,5379.506079472601
4927,5380.436568606645
4928,5381.367033991963
4929,5382.297475535423
4930,5383.227893330157
4931,5384.158287189901
4932,5385.088657300919
4933,5386.019003663212
4934,5386.949326090515
4935,5387.879624862224
4936,5388.809899792075
4937,5389.740150973201
4938,5390.670378405601
4939,5391.600581996143
4940,5392.530761837959
4941,5393.460918024182
4942,5394.391050368547
4943,5395.321158964187
4944,5396.251243904233
4945,5397.181305095553
4946,5398.111342538148
4947,5399.041356232017
4948,5399.971346270293
4949,5400.901312559843
4950,5401.8312551938
4951,5402.761174079031
4952,5403.691069401801
4953,5404.620940882713
4954,5405.550788801163
4955,5406.480612970889
4956,5407.41041348502
4957,5408.340190436691
4958,5409.269943639636
4959,5410.199673186988
4960,5411.129379171878
4961,5412.059061501175
4962,5412.988720174879
4963,5413.918355192989
4964,5414.847966648638
4965,5415.777554448694
4966,5416.707118686289
4967,5417.636659361422
4968,5418.566176380962
4969,5419.495669744909
4970,5420.425139639527
4971,5421.354585971683
4972,5422.2840086482465
4973,5423.213407762349
4974,5424.142783407122
4975,5425.072135396302
4976,5426.001463916153
4977,5426.930768873543
4978,5427.860050268471
4979,5428.789308100939
4980,5429.7185424640775
4981,5430.647753357887
4982,5431.576940689236
4983,5432.506104458123
4984,5433.435244757682
4985,5434.364361587912
4986,5435.293454948813
4987,5436.222524840385
4988,5437.151571169496
4989,5438.08059412241
4990,5439.009593512863
4991,5439.938569527119
4992,5440.867521978915
4993,5441.796451054513
4994,5442.725356753916
4995,5443.6542388908565
4996,5444.583097651601
4997,5445.511933036149
4998,5446.440744951367
4999,5447.36953349039
5000,5448.298298560083
5001,5449.22704025358
5002,5450.15575857088
5003,5451.084453418851
5004,5452.013124983758
5005,5452.941773079336
5006,5453.870397891849
5007,5454.798999235034
5008,5455.727577295154
5009,5456.656131979078
5010,5457.584663286805
5011,5458.513171311468
5012,5459.441655959934
5013,5460.3701172322035
5014,5461.298555221409
5015,5462.226969927549
5016,5463.1553612574935
5017,5464.083729304373
5018,5465.012074068189
5019,5465.940395455807
5020,5466.868693560362
5021,5467.796968474984
5022,5468.72522001341
5023,5469.653448268771
5024,5470.5816533342
5025,5471.509835116565
5026,5472.437993615866
5027,5473.366128832102
5028,5474.294240858406
5029,5475.2223296016455
5030,5476.150395061821
5031,5477.078437425196
5032,5478.006456412375
5033,5478.934452302754
5034,5479.8624249100685
5035,5480.790374327451
5036,5481.718300554901
5037,5482.64620359242
5038,5483.574083440006
5039,5484.501940004528
5040,5485.4297734722495
5041,5486.357583843172
5042,5487.285370931029
5043,5488.213134922087
5044,5489.140875723213
5045,5490.068593334407
5046,5490.9962878488
5047,5491.923959173262
5048,5492.851607400924
5049,5493.779232531786
5050,5494.706834472716
5051,5495.634413409978
5052,5496.561969157308
5053,5497.489501807839
5054,5498.417011268437
5055,5499.344497725368
5056,5500.271961085498
5057,5501.199401348829
5058,5502.126818608493
5059,5503.054212678224
5060,5503.9815837442875
5061,5504.908931713551
5062,5505.8362566791475
5063,5506.763558547944
5064,5507.690837413073
5065,5508.6180931814015
5066,5509.545325946063
5067,5510.4725357070565
5068,5511.399722464383
5069,5512.326886124909
5070,5513.2540268749
5071,5514.181144528091
5072,5515.108239177614
5073,5516.035310916603
5074,5516.962359558791
5075,5517.889385290444
5076,5518.816388018429
5077,5519.743367835879
5078,5520.670324649662
5079,5521.597258459777
5080,5522.524169359356
5081,5523.451057255268
5082,5524.377922240645
5083,5525.304764315486
5084,5526.231583479792
5085,5527.15837964043
5086,5528.085152890533
5087,5529.011903230101
5088,5529.938630752265
5089,5530.865335270762
5090,5531.792016878724
5091,5532.718675669283
5092,5533.645311456174
5093,5534.571924425662
5094,5535.498514577746
5095,5536.425081726164
5096,5537.35162615031
5097,5538.278147570789
5098,5539.204646266997
5099,5540.1311220526695
5100,5541.057574927807
5101,5541.984005078673
5102,5542.9104123190045
5103,5543.836796741933
5104,5544.76315844059
5105,5545.689497228712
5106,5546.615813199431
5107,5547.5421063527465
5108,5548.468376781791
5109,5549.394624300301
5110,5550.32084909454
5111,5551.247051164508
5112,5552.173230417073
5113,5553.099386852235
5114,5554.025520563126
5115,5554.9516314566135
5116,5555.877719625831
5117,5556.803785070777
5118,5557.72982769832
5119,5558.655847694725
5120,5559.581844873726
5121,5560.507819328457
5122,5561.433771058917
5123,5562.359700065106
5124,5563.285606440157
5125,5564.211489997804
5126,5565.137350924313
5127,5566.063189126551
5128,5566.989004697651
5129,5567.914797451347
5130,5568.840567667037
5131,5569.766315158457
5132,5570.692039925605
5133,5571.617742061615
5134,5572.543421566486
5135,5573.469078347087
5136,5574.394712589681
5137,5575.320324108005
5138,5576.245912995189
5139,5577.171479251236
5140,5578.0970228761435
5141,5579.022543963045
5142,5579.9480423256755
5143,5580.8735181503
5144,5581.7989713437855
5145,5582.724401906133
5146,5583.649809930474
5147,5584.575195323676
5148,5585.500558178872
5149,5586.425898402929
5150,5587.35121608898
5151,5588.276511237025
5152,5589.2017837539315
5153,5590.1270337328315
5154,5591.052261173725
5155,5591.9774660766125
5156,5592.9026484414935
5157,5593.827808268368
5158,5594.752945557237
5159,5595.678060308099
5160,5596.603152614087
5161,5597.528222288936
5162,5598.453269518912
5163,5599.378294304013
5164,5600.303296457976
5165,5601.228276260197
5166,5602.153233524412
5167,5603.07816825062
5168,5604.003080531955
5169,5604.927970368415
5170,5605.852837760001
5171,5606.777682613581
5172,5607.70250511542
5173,5608.6273050792515
5174,5609.552082691342
5175,5610.476837765425
5176,5611.4015704877675
5177,5612.326280672103
5178,5613.250968597829
5179,5614.175633985549
5180,5615.100277021527
5181,5616.024897612631
5182,5616.949495758861
5183,5617.8740715533495
5184,5618.798624996096
5185,5619.723155993968
5186,5620.647664640099
5187,5621.572150934488
5188,5622.496614877135
5189,5623.4210563749075
5190,5624.345475614071
5191,5625.26987240836
5192,5626.194246850908
5193,5627.118599034846
5194,5628.042928867042
5195,5628.967236254364
5196,5629.891521476209
5197,5630.81578425318
5198,5631.740024771541
5199,5632.664242938161
5200,5633.588438846171
5201,5634.512612402439
5202,5635.436763700098
5203,5636.360892739147
5204,5637.284999426454
5205,5638.209083855152
5206,5639.13314602524
5207,5640.057185936719
5208,5640.981203589588
5209,5641.905198983848
5210,5642.829172119498
5211,5643.753122996539
5212,5644.67705161497
5213,5645.6009579747915
5214,5646.524842169136
5215,5647.448704104871
5216,5648.372543781996
5217,5649.296361293644
5218,5650.220156639814
5219,5651.1439297273755
5220,5652.067680556327
5221,5652.991409219801
5222,5653.9151157177985
5223,5654.838800050318
5224,5655.762462217361
5225,5656.686102125794
5226,5657.609719961882
5227,5658.53331553936
5228,5659.456889044493
5229,5660.380440291017
5230,5661.303969465196
5231,5662.227476473898
5232,5663.150961410254
5233,5664.0744241811335
5234,5664.9978647865355
5235,5665.92128322646
5236,5666.844679687172
5237,5667.768053889275
5238,5668.691406112164
5239,5669.614736169577
5240,5670.538044154644
5241,5671.461329974234
5242,5672.384593814611
5243,5673.3078354895115
5244,5674.2310550920665
5245,5675.154252715409
5246,5676.077428173274
5247,5677.000581558794
5248,5677.923712965101
5249,5678.846822299063
5250,5679.76990956068
5251,5680.692974843085
5252,5681.616018053144
5253,5682.539039283991
5254,5683.4620384424925
5255,5684.385015528649
5256,5685.307970635593
5257,5686.230903763324
5258,5687.153814911842
5259,5688.076703988016
5260,5688.999571178108
5261,5689.922416295856
5262,5690.845239434391
5263,5691.7680405937135
5264,5692.690819773823
5265,5693.613577067852
5266,5694.536312289536
5267,5695.4590256251395
5268,5696.38171698153
5269,5697.304386358708
5270,5698.227033849806
5271,5699.14965936169
5272,5700.0722629874945
5273,5700.994844727218
5274,5701.917404487729
5275,5702.839942269027
5276,5703.762458257377
5277,5704.684952266514
5278,5705.607424389571
5279,5706.529874626547
5280,5707.4523028843105
5281,5708.374709349126
5282,5709.29709392786
5283,5710.219456620514
5284,5711.141797427088
5285,5712.064116440713
5286,5712.986413475126
5287,5713.90868871659
5288,5714.8309421651065
5289,5715.753173727542
5290,5716.675383403897
5291,5717.597571287304
5292,5718.5197372846305
5293,5719.441881582141
5294,5720.364003900439
5295,5721.28610451892
5296,5722.208183251321
5297,5723.1302402839065
5298,5724.052275430411
5299,5724.9742887839675
5300,5725.896280437708
5301,5726.818250205368
5302,5727.7401981800795
5303,5728.662124454975
5304,5729.584028936923
5305,5730.505911625922
5306,5731.427772615105
5307,5732.34961181134
5308,5733.271429307759
5309,5734.1932250112295
5310,5735.114999014884
5311,5736.036751225591
5312,5736.958481736481
5313,5737.880190547556
5314,5738.801877565682
5315,5739.723542883992
5316,5740.645186595619
5317,5741.566808514297
5318,5742.488408733159
5319,5743.409987252206
5320,5744.331544164568
5321,5745.253079377115
5322,5746.174592796713
5323,5747.096084609628
5324,5748.017554815859
5325,5748.9390033222735
5326,5749.860430128872
5327,5750.781835328788
5328,5751.703218828887
5329,5752.624580722302
5330,5753.545921009034
5331,5754.46723959595
5332,5755.388536576182
5333,5756.30981194973
5334,5757.2310657165945
5335,5758.152297783643
5336,5759.07350833714
5337,5759.994697283953
5338,5760.915864624083
5339,5761.837010264397
5340,5762.758134484291
5341,5763.6792370043695
5342,5764.600318010896
5343,5765.52137741074
5344,5766.442415203899
5345,5767.363431483507
5346,5768.284426156431
5347,5769.205399315804
5348,5770.126350961626
5349,5771.047281000763
5350,5771.968189526349
5351,5772.889076538384
5352,5773.809941943735
5353,5774.730785928667
5354,5775.651608306915
5355,5776.572409171611
5356,5777.493188615888
5357,5778.413946453482
5358,5779.334682870656
5359,5780.255397774279
5360,5781.1760911643505
5361,5782.09676304087
5362,5783.017413496971
5363,5783.93804243952
5364,5784.85864996165
5365,5785.779235970229
5366,5786.699800558388
5367,5787.620343632996
5368,5788.540865287185
5369,5789.461365520954
5370,5790.381844334304
5371,5791.302301634103
5372,5792.222737513483
5373,5793.143152065575
5374,5794.063545104116
5375,5794.983916722238
5376,5795.904266919941
5377,5796.824595790356
5378,5797.744903240353
5379,5798.66518926993
5380,5799.585453879088
5381,5800.505697160959
5382,5801.425919022411
5383,5802.346119463444
5384,5803.266298577189
5385,5804.186456363648
5386,5805.106592729688
5387,5806.02670776844
5388,5806.946801479906
5389,5807.866873770952
5390,5808.786924734712
5391,5809.706954371184
5392,5810.62696268037
5393,5811.5469497554
5394,5812.466915410012
5395,5813.386859737337
5396,5814.306782737374
5397,5815.226684503257
5398,5816.146564848721
5399,5817.066424053162
5400,5817.986261837184
5401,5818.906078387052
5402,5819.825873609632
5403,5820.745647598058
5404,5821.665400259197
5405,5822.585131686181
5406,5823.50484187901
5407,5824.424530744553
5408,5825.34419837594
5409,5826.263844773173
5410,5827.183469936252
5411,5828.103073865175
5412,5829.022656559944
5413,5829.942217927426
5414,5830.861758153886
5415,5831.78127714619
5416,5832.7007749043405
5417,5833.620251521468
5418,5834.539706811309
5419,5835.459141053259
5420,5836.378553967923
5421,5837.297945741564
5422,5838.21731628105
5423,5839.136665679514
5424,5840.055993843824
5425,5840.975300960243
5426,5841.894586749375
5427,5842.813851490617
5428,5843.733094997704
5429,5844.652317456901
5430,5845.571518681943
5431,5846.490698765963
5432,5847.409857708961
5433,5848.328995510936
5434,5849.248112171888
5435,5850.167207784951
5436,5851.086282163858
5437,5852.005335494876
5438,5852.924367684871
5439,5853.843378826976
5440,5854.762368828058
5441,5855.6813377812505
5442,5856.60028559342
5443,5857.519212264568
5444,5858.438117887825
5445,5859.357002463192
5446,5860.2758659906685
5447,5861.194708377123
5448,5862.113529715687
5449,5863.032330006361
5450,5863.951109249145
5451,5864.869867444038
5452,5865.788604591042
5453,5866.707320690155
5454,5867.62601583451
5455,5868.544689837843
5456,5869.463342886418
5457,5870.381974793971
5458,5871.300585839897
5459,5872.219175744802
5460,5873.137744694948
5461,5874.056292690337
5462,5874.974819637835
5463,5875.893325630575
5464,5876.811810575426
5465,5877.730274565518
5466,5878.648717600852
5467,5879.567139588296
5468,5880.485540714115
5469,5881.403920792043
5470,5882.322279915214
5471,5883.240618176758
5472,5884.158935390413
5473,5885.077231649309
5474,5885.99550704658
5475,5886.913761395961
5476,5887.831994883716
5477,5888.7502075098455
5478,5889.668399088085
5479,5890.586569804698
5480,5891.504719659686
5481,5892.422848559916
5482,5893.340956505388
5483,5894.259043589234
5484,5895.177109811455
5485,5896.095155078918
5486,5897.013179484755
5487,5897.931183028966
5488,5898.849165711552
5489,5899.767127532512
5490,5900.685068491846
5491,5901.602988496423
5492,5902.520887732506
5493,5903.438766106963
5494,5904.356623619795
5495,5905.274460271001
5496,5906.1922761537135
5497,5907.110071081668
5498,5908.027845241129
5499,5908.945598632097
5500,5909.863331161439
5501,5910.781042829156
5502,5911.698733728379
5503,5912.616403859109
5504,5913.534053128213
5505,5914.451681628823
5506,5915.3692893609405
5507,5916.286876231432
5508,5917.204442426562
5509,5918.121987760067
5510,5919.039512325078
5511,5919.957016121596
5512,5920.8744991496205
5513,5921.791961502284
5514,5922.709402993321
5515,5923.626823808998
5516,5924.544223856181
5517,5925.4616031348705
5518,5926.378961738199
5519,5927.296299573034
5520,5928.213616639376
5521,5929.130913030356
5522,5930.048188652843
5523,5930.965443599969
5524,5931.882677871734
5525,5932.7998914681375
5526,5933.717084296048
5527,5934.634256448597
5528,5935.551407832652
5529,5936.468538634479
5530,5937.385648760945
5531,5938.302738118917
5532,5939.21980689466
5533,5940.136854995042
5534,5941.053882326931
5535,5941.9708890765905
5536,5942.887875244021
5537,5943.804840642959
5538,5944.721785459667
5539,5945.638709601015
5540,5946.555613160133
5541,5947.472496043891
5542,5948.389358345419
5543,5949.3061999715865
5544,5950.223021015525
5545,5951.139821477234
5546,5952.056601263583
5547,5952.973360467702
5548,5953.890099089593
5549,5954.806817129254
5550,5955.723514586687
5551,5956.640191368759
5552,5957.556847661734
5553,5958.47348337248
5554,5959.390098500997
5555,5960.306693047285
5556,5961.223267011344
5557,5962.139820393175
5558,5963.056353285909
5559,5963.972865689546
5560,5964.889357417822
5561,5965.805828657001
5562,5966.722279407084
5563,5967.638709574938
5564,5968.555119253695
5565,5969.471508350223
5566,5970.387876957655
5567,5971.30422507599
5568,5972.220552705228
5569,5973.136859752238
5570,5974.053146403283
5571,5974.969412472099
5572,5975.885658051819
5573,5976.801883235574
5574,5977.7180878371
5575,5978.634272042662
5576,5979.550435759127
5577,5980.466578986496
5578,5981.382701724768
5579,5982.298804067075
5580,5983.214885920286
5581,5984.1309472844005
5582,5985.04698825255
5583,5985.963008824736
5584,5986.879008907825
5585,5987.794988501817
5586,5988.710947792977
5587,5989.626886595041
5588,5990.54280500114
5589,5991.458702918142
5590,5992.374580532312
5591,5993.290437657386
5592,5994.206274479628
5593,5995.1220908127725
5594,5996.037886749953
5595,5996.953662384301
5596,5997.869417622685
5597,5998.785152465105
5598,5999.70086691156
5599,6000.616560962051
5600,6001.53223470971
5601,6002.447888061404
5602,6003.363521110266
5603,6004.279133763164
5604,6005.194726020098
5605,6006.110298067331
5606,6007.0258497186005
5607,6007.941380973905
5608,6008.856891926378
5609,6009.772382576019
5610,6010.687852922827
5611,6011.603302966803
5612,6012.5187327079475
5613,6013.434142053127
5614,6014.349531188607
5615,6015.264900021255
5616,6016.180248457938
5617,6017.095576684922
5618,6018.010884702206
5619,6018.926172323525
5620,6019.841439735144
5621,6020.756686843932
5622,6021.671913649887
5623,6022.587120246142
5624,6023.502306632698
5625,6024.417472623289
5626,6025.332618497312
5627,6026.247744068503
5628,6027.162849429995
5629,6028.077934581786
5630,6028.992999430746
5631,6029.908044070005
5632,6030.823068499565
5633,6031.738072719425
5634,6032.653056729585
5635,6033.568020530045
5636,6034.482964120805
5637,6035.397887501866
5638,6036.312790673226
5639,6037.227673634887
5640,6038.14253647998
5641,6039.057379115373
5642,6039.972201541066
5643,6040.887003850192
5644,6041.801785949618
5645,6042.716547932476
5646,6043.631289705634
5647,6044.546011362225
5648,6045.460712809116
5649,6046.375394139439
5650,6047.2900553531945
5651,6048.20469635725
5652,6049.119317337871
5653,6050.033918108791
5654,6050.948498763144
5655,6051.863059300929
5656,6052.777599722147
5657,6053.692120026797
5658,6054.6066202148795
5659,6055.521100286394
5660,6056.435560334474
5661,6057.350000265986
5662,6058.26442008093
5663,6059.178819779307
5664,6060.093199454248
5665,6061.007559012622
5666,6061.92189854756
5667,6062.836217965931
5668,6063.750517267734
5669,6064.664796639234
5670,6065.579055894166
5671,6066.493295032531
5672,6067.407514240593
5673,6068.321713332087
5674,6069.2358924001455
5675,6070.150051444769
5676,6071.064190465957
5677,6071.978309370577
5678,6072.892408344895
5679,6073.806487295777
5680,6074.720546223223
5681,6075.634585220367
5682,6076.548604100943
5683,6077.462603051215
5684,6078.376581978053
5685,6079.290540881455
5686,6080.204479854554
5687,6081.118398804218
5688,6082.032297823578
5689,6082.946176819503
5690,6083.860035885125
5691,6084.773874927312
5692,6085.687694039196
5693,6086.601493220776
5694,6087.515272472054
5695,6088.429031699896
5696,6089.342770997435
5697,6090.256490364671
5698,6091.170189894736
5699,6092.0838694013655
5700,6092.997528977692
5701,6093.911168623716
5702,6094.824788432568
5703,6095.738388217986
5704,6096.651968166232
5705,6097.5655281841755
5706,6098.479068364948
5707,6099.392588522285
5708,6100.306088935584
5709,6101.219569325447
5710,6102.1330298781395
5711,6103.046470593661
5712,6103.95989137888
5713,6104.873292326927
5714,6105.786673437804
5715,6106.700034618378
5716,6107.613376054913
5717,6108.526697561145
5718,6109.439999137074
5719,6110.353280968964
5720,6111.266542963684
5721,6112.179785121232
5722,6113.093007348478
5723,6114.006209831685
5724,6114.919392477721
5725,6115.8325553797185
5726,6116.745698351413
5727,6117.658821579069
5728,6118.571924969554
5729,6119.485008616
5730,6120.398072332144
5731,6121.311116397381
5732,6122.224140625447
5733,6123.137145016342
5734,6124.050129663199
5735,6124.963094566017
5736,6125.876039631665
5737,6126.7889649532735
5738,6127.701870530844
5739,6128.614756364375
5740,6129.527622360736
5741,6130.440468706191
5742,6131.353295214474
5743,6132.2661020718515
5744,6133.178889092058
5745,6134.091656461358
5746,6135.00440408662
5747,6135.917131967843
5748,6136.829840105027
5749,6137.742528591305
5750,6138.655197240412
5751,6139.567846331745
5752,6140.480475585908
5753,6141.393085189164
5754,6142.305675141513
5755,6143.218245349824
5756,6144.130795907229
5757,6145.043326720595
5758,6145.955837883055
5759,6146.868329394609
5760,6147.780801255256
5761,6148.693253371865
5762,6149.605685837567
5763,6150.518098652363
5764,6151.430491909385
5765,6152.342865422368
5766,6153.255219284445
5767,6154.167553495616
5768,6155.079868149012
5769,6155.99216305837
5770,6156.904438409954
5771,6157.816694110632
5772,6158.7289302535355
5773,6159.6411466524005
5774,6160.553343586624
5775,6161.465520776808
5776,6162.377678409219
5777,6163.289816483855
5778,6164.201934907585
5779,6165.114033773541
5780,6166.026113081723
5781,6166.938172738999
5782,6167.850212838501
5783,6168.762233380228
5784,6169.674234364182
5785,6170.586215697229
5786,6171.498177565634
5787,6172.410119783133
5788,6173.3220425359905
5789,6174.233945731074
5790,6175.14582927525
5791,6176.057693354785
5792,6176.969537969679
5793,6177.8813629336655
5794,6178.793168433011
5795,6179.704954374582
5796,6180.6167207583785
5797,6181.528467677534
5798,6182.440195038915
5799,6183.351902935654
5800,6184.263591367751
5801,6185.175260242075
5802,6186.086909558624
5803,6186.998539503664
5804,6187.9101498909295
5805,6188.821740813553
5806,6189.733312271535
5807,6190.644864171743
5808,6191.556396700442
5809,6192.467909671366
5810,6193.379403270781
5811,6194.290877312422
5812,6195.202331982553
