gram_point,distance_to_zero
17.84559953212738,4.467817082730811
23.170282684266567,3.1764401068726187
27.670182187110186,1.8405748957334325
31.71797990053892,2.7546939388898153
35.467184234410524,1.2170816874610821
38.99920991808176,2.118993924589475
42.36355032026768,1.9195090939182364
45.59302897378802,0.9635229607323197
48.71077657863498,2.4121219072119757
51.73384276404977,1.0630558993650254
54.67523736134172,1.236478713950234
57.54516515135765,1.771010335658275
60.3518119007349,1.8018788516423498
63.10186795145273,0.47996662426509573
65.80088761821389,2.0106760965472716
68.45354483649135,1.2789229107861075
71.06381896138191,1.092856874508655
73.63513223081827,1.0033387126180884
76.17045453935862,2.069558468181725
78.67238399758935,0.9743855296413813
81.14320933073759,0.6649910224106463
83.58496007695794,1.7671715232624052
85.9994459822774,1.150532904042052
88.38828987628222,1.4258286307226058
90.752953376621,0.42082133171778935
93.09475896134973,1.7389458943790004
95.41490840911864,1.5565850796502758
97.71449732780457,0.455725818881362
99.99452819302678,1.1166968901954277
102.2559214308858,1.3233228129732169
104.49952445179224,1.4696166091141976
106.7261195667088,0.9470986002077666
108.93643106520176,0.44249161729119635
111.13113098964097,2.093104477798235
113.31084453687072,0.7435281873590327
115.47615415602922,1.009376378129275
117.62760420516132,0.7505261649707791
119.76570374518631,1.1631786608386818
121.89093035832047,1.60442125681368
124.00373219698668,1.0558989356795223
126.10453115031125,0.2530863570133306
128.19372433423996,1.4121527296887564
130.27168660610914,1.3849798657600445
132.33877224102616,0.8160019248908554
134.39531614258885,1.158964961973851
136.44163570553064,0.36119361041113507
138.4780320264399,1.6744063494693648
140.50479074195027,1.2581769255600932
142.52218370512128,0.6189166620497133
144.53046935796738,0.5896621028787195
146.5298941284418,1.4705131290326108
148.52069261670113,0.8928712145581983
150.50308917835355,1.5328278042988757
152.4772977381945,0.42216843364644774
154.4435231871903,0.5473960728054976
156.40196128934622,1.6693861068096965
158.35279979929328,1.195630528653794
160.29621836915612,0.49718837170672714
162.23238957300782,0.8927457688438665
164.1614789068699,0.7983201139921903
166.08364553377032,1.3755902811301155
167.9990420974791,1.1007944442296775
169.90781584009528,1.0954733185209022
171.81010804325342,0.004160638904721736
173.7060551457107,1.6014284767465767
175.59578846395016,1.0481363772892962
177.4794344715774,0.845645834049833
179.35711535811424,0.8979733044226066
181.2289490289986,0.5593686618857703
183.09504929184916,0.9781294550013797
184.95552622899413,1.77941855615083
186.8104861974716,0.6432574490058585
188.6600319221616,0.41843638652841264
190.50426314771173,0.7561267338383857
192.34327598661184,1.522393213288268
194.17716385051608,0.736450617388158
196.0060171708465,1.0882328294839283
197.8299235850573,0.8704646701534955
199.64896812289956,0.18538609094269987
201.46323311328888,1.6157838211004503
203.27279864996672,1.030361400711115
205.077742498368,0.9168731530332934
206.8781400024891,0.31695470363200684
208.6740644574165,1.0281188855109065
210.4655871093273,0.9024452595834873
212.25277734175324,1.2252754856727108
214.0357024893165,1.0951420182467473
215.8144279308617,0.5113422936834979
217.58901764824984,0.35511057713827654
219.3595336675644,1.4785787007501767
221.12603652477264,1.3553851714356142
222.88858498632908,0.3046690302273589
224.64723651483652,1.1184152686709297
226.4020470827818,0.33608815516348045
228.15307126566768,1.0193971972182112
229.90036214888096,1.184342040332325
231.6439717002213,1.3498265511190368
233.38395039737225,0.34326355277869425
235.12034787982705,0.3094537816277523
236.85321220383048,1.4038817861729456
238.5825904943049,0.9166082771695301
240.30852875858545,0.9728870786950949
242.0310719795525,0.7406290374145499
243.7502639293671,0.7921999544474829
245.46614772826436,0.3206345676329079
247.1787651926279,1.6708423467356397
248.88815730065107,0.9232248673720846
250.59436428546903,0.6855323443489283
252.29742535576224,0.4205835095309851
253.99737897515297,0.7725613922377477
255.69426258280876,1.308877479847041
257.38811296597123,0.6864511111912464
259.0789662599564,1.2223265260287803
260.76685766875744,0.7954407300435946
262.451821744442,0.03822683624258616
264.13389229401946,1.122072160557991
265.81310237944126,1.423959544980562
267.4894845969975,0.8018714025587315
269.163070704788,0.4324304860024881
270.8338919952512,0.8073783192119777
272.5019789226353,0.6601636467487992
274.1673616617918,0.9576302653646849
275.8300693631172,1.4201309872082106
277.4901311770081,0.621980139882794
279.1475752294064,0.7606123529919273
280.8024293668568,0.08167569859358537
282.4547207839787,1.6626853981431964
284.10447630286217,0.7564649490212787
285.7517221868038,0.731487678137853
287.39648423343897,0.9157231761961953
289.0387876816094,0.5154362675610287
290.6786574907601,0.5410672473906288
292.31611796841025,1.167633838239908
293.95119332894683,1.2423161705897314
295.58390694856644,1.0141762900531717
297.2142820172012,-0.010652069566447153
298.8423414453864,0.764995044798809
300.4681073985994,0.9979846086135922
302.0916020423174,1.1812180634005927
303.7128468900919,0.605147547682634
305.33186326920986,1.1515244509080844
306.94867204129696,0.3970493327901181
308.56329388171434,0.27082408670304403
310.17574881389737,1.5461692652856414
311.78605695441365,0.9893927161026568
313.39423767477274,0.6417442265863542
315.00031043961644,0.5910480562272369
316.6042940616608,0.47530564938358566
318.2062071673572,1.1305118803391565
319.806068290025,0.6468970886427883
321.4038953110576,1.3540660189750042
322.9997062049806,0.740663360942392
324.593518294394,0.4672633530194048
326.1853489950299,0.26934775760599905
327.77521516382694,1.2585522669700708
329.36313365772367,1.2578565161730353
330.9491208679974,0.590106070276363
332.5331930927932,0.5253467150025699
334.11536625772715,1.1121854322067861
335.6956561021507,0.09598857527282689
337.2740782722831,1.146194325849308
338.8506479486823,1.0659145787168995
340.42538031190634,1.0075687763176688
341.9982901699841,0.6168807990936784
343.56939214468,0.05658734001588073
345.13870076462626,1.0923107953199747
346.706230185926,1.2091698013737187
