dataset,mean_t_epsilon,median_t_epsilon,min_t_epsilon,prob_t_eps_le_d4,mean_t_used_adapt,median_t_used_adapt,frac_certified,frac_futility,frac_budget,mean_gap_mc_adapt,median_gap_mc_adapt,mean_pL,mean_phat,frac_unreachable
riemann_features,274.01666666666665,91.5,1,0.925,583.9833333333333,90.0,0.6708333333333333,0.2625,0.06666666666666667,0.008381378617980599,0.006578976047111024,0.06703986896165695,0.1547141521848581,0.16666666666666666
