dataset,mean_t_epsilon,median_t_epsilon,min_t_epsilon,prob_t_eps_le_d4,mean_t_used_adapt,median_t_used_adapt,frac_certified,frac_futility,frac_budget,mean_gap_mc_adapt,median_gap_mc_adapt,mean_pL,mean_phat,frac_unreachable
riemann_features,2.740740740740741,1.0,1,0.7777777777777778,16.0,16.0,0.0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0026277497085070455,0.1712962962962963,0.1111111111111111
