kernel,rmse,r2,best_c,best_epsilon
6_YY,0.08988136515328939,0.900615414175491,5,0.01
6_XY,0.08869428218587701,0.9032232666443472,5,0.01
9_XY,0.06574830709993135,0.9468199352064036,5,0.01
9_YY,0.069676681174688,0.9402752109267711,5,0.01
10_YY,0.07724529379125994,0.926595316458261,5,0.01
