C,epsilon,mse,r2,exec_time
0.1,0.01,0.05419207740939794,0.04288447547702379,387.4560306072235
0.1,0.1,0.0542003060230712,0.04273914549027169,327.61718702316284
0.1,0.2,0.05420447606312125,0.04266549616253623,89.38562154769897
1.0,0.01,0.05414870236143388,0.04365054560697479,219.36187481880188
1.0,0.1,0.05416071657675187,0.04343835606663027,330.593243598938
1.0,0.2,0.05416367514431696,0.043386103208237325,90.83569121360779
10.0,0.01,0.054116034918325576,0.04422750294908251,225.72228741645813
10.0,0.1,0.05412765455494693,0.04402228227603844,156.09860253334045
10.0,0.2,0.05413181738086312,0.04394876036101447,91.73221778869629
