C,epsilon,mse,r2,execution_time,best_model
0.1,0.01,0.025159557352906488,0.751408458427921,2.6963038444519043,False
0.1,0.1,0.027302767246385817,0.7302322571196334,1.0791375637054443,False
0.1,0.02,0.02520215736771201,0.7509875446891396,2.281803846359253,False
1.0,0.01,0.014697749125449244,0.8547774087800867,4.969592809677124,False
1.0,0.1,0.018159610688719824,0.8205721367774319,1.134406566619873,False
1.0,0.02,0.014915944609226786,0.8526215063166414,3.556349039077759,False
10.0,0.01,0.014222237848802213,0.859475745862831,21.605238437652588,False
10.0,0.1,0.0171017603793952,0.8310243333506411,1.0905036926269531,False
10.0,0.02,0.014143694492922127,0.8602518014048504,12.375178337097168,True
