C,epsilon,mse,r2,execution_time
0.1,0.01,0.0285193304929413,0.7308342743476712,2.653355121612549
0.1,0.1,0.030576226642485455,0.7114212679722038,1.141206979751587
0.1,0.02,0.028598579501087493,0.7300863214183353,2.4865567684173584
1.0,0.01,0.018741634580290288,0.8231162658968035,6.497861623764038
1.0,0.1,0.021620857161544018,0.7959421344567423,1.9911692142486572
1.0,0.02,0.01884998972337776,0.8220936089755788,5.332293272018433
10.0,0.01,0.019598908925759315,0.8150253020735676,29.495441675186157
10.0,0.1,0.020499158504345368,0.806528737571526,1.336174726486206
10.0,0.02,0.019276386175758383,0.8180692750050105,15.893291473388672
