C,epsilon,rmse,r2,execution_time,best_model
0.1,0.01,0.06384456473665547,0.8485995223766811,2.8434927463531494,False
0.1,0.1,0.08442850652325608,0.7352368141409802,0.743931770324707,False
0.1,0.02,0.06490805217965687,0.8435136223905892,4.400267601013184,False
1.0,0.01,0.03693622460664291,0.9493260930998694,10.270171403884888,False
1.0,0.1,0.07295882953765984,0.8022870571338258,0.934959888458252,False
1.0,0.02,0.040075962344207766,0.9403449376455115,6.175675392150879,False
10.0,0.01,0.03653950166196423,0.9504087992173872,12.914903402328491,True
10.0,0.1,0.07292486884630081,0.8024710761362155,0.9231317043304443,False
10.0,0.02,0.039715879628590155,0.9414121237216503,7.006690740585327,False
