dataset,mean_t_epsilon,median_t_epsilon,min_t_epsilon,prob_t_eps_le_d4,mean_t_used_adapt,median_t_used_adapt,frac_certified,frac_futility,frac_budget,mean_gap_mc_adapt,median_gap_mc_adapt,mean_pL,mean_phat,frac_unreachable
riemann_features,2.2916666666666665,1.0,1,0.9166666666666666,16.0,16.0,0.08333333333333333,0.2916666666666667,0.625,0.0,0.0,0.026745770177474187,0.2265625,0.2916666666666667
