dataset,mean_t_epsilon,median_t_epsilon,min_t_epsilon,prob_t_eps_le_d4,mean_t_used_adapt,median_t_used_adapt,frac_certified,frac_futility,frac_budget,mean_gap_mc_adapt,median_gap_mc_adapt,mean_pL,mean_phat,frac_unreachable
riemann_features,289.0104166666667,110.5,1,0.9427083333333334,654.1875,90.0,0.6197916666666666,0.3072916666666667,0.07291666666666667,0.008842285892754825,0.006188304589534732,0.04554479817099866,0.12248728887848881,0.203125
