dataset,mean_t_epsilon,median_t_epsilon,min_t_epsilon,prob_t_eps_le_d4,mean_t_used_adapt,median_t_used_adapt,frac_certified,frac_futility,frac_budget,mean_gap_mc_adapt,median_gap_mc_adapt,mean_pL,mean_phat,frac_unreachable
riemann_features,97.39583333333333,6.0,1,1.0,709.8541666666666,90.0,0.3958333333333333,0.4895833333333333,0.11458333333333333,0.004452081913040844,0.0015631923855499164,0.043387455217526565,0.09826854448860417,0.34375
